"sample","ratio","condition","amino_acid","batch","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration"
"51",2.37,2.01,"Cys",2,0.05,47.3,95.073,"E",1000,18,1,121.5246,0.782335428382402,0.09977272,99.77272,NA,NA,78.0557336420774
"52",2.26,2.01,"Cys",2,0.05,45.2,90.7716,"E",0,20,1,121.5246,0.746940125702944,0.09977272,99.77272,NA,NA,74.5242480185246
"53",1.83,2.01,"Cys",2,0.05,36.6,73.6464,"E",100,20,1,121.5246,0.606020509427721,0.09977272,99.77272,NA,NA,60.4643146013894
"54",2.11,2.01,"Cys",2,0.05,42.2,84.9024,"E",1000,20,1,121.5246,0.698643731392656,0.09977272,99.77272,NA,NA,69.7055853919947
"55",1.84,2.01,"Cys",2,0.05,36.8,73.968,"E",0,22,1,121.5246,0.608666887198148,0.09977272,99.77272,NA,NA,60.7283509096924
"56",2.68,2.01,"Cys",2,0.05,53.6,107.736,"E",100,22,1,121.5246,0.886536553092954,0.09977272,99.77272,NA,NA,88.4521632815084
"57",2.32,2.01,"Cys",2,0.05,46.3,93.1032,"E",1000,22,1,121.5246,0.766126364538538,0.09977272,99.77272,NA,NA,76.4385112537215
"58",2.31,2.01,"Cys",2,0.05,46.1,92.7414,"E",0,24,1,121.5246,0.763149189546808,0.09977272,99.77272,NA,NA,76.1414704068806
"59",2.08,2.01,"Cys",2,0.05,41.7,83.7366,"E",100,24,1,121.5246,0.689050611974859,0.09977272,99.77272,NA,NA,68.7484537743963
"60",2.06,2.01,"Cys",2,0.05,41.2,82.7316,"E",1000,24,1,121.5246,0.680780681442276,0.09977272,99.77272,NA,NA,67.9233403109494
"31",6.18,4.02,"Lys",2,0.05,124,497.1936,"M",0,16,1,546.519,0.909746230231703,0.4986339,498.6339,NA,NA,453.630310790732
"32",5.69,4.02,"Lys",2,0.05,114,457.3152,"M",100,16,1,546.519,0.836778227289445,0.4986339,498.6339,NA,NA,417.245990908422
"33",5.13,4.02,"Lys",2,0.05,103,412.6128,"M",1000,16,1,546.519,0.75498344979772,0.4986339,498.6339,NA,NA,376.460342008091
"34",4.39,4.02,"Lys",2,0.05,87.9,353.2776,"M",0,18,1,546.519,0.646414122839279,0.4986339,498.6339,NA,NA,322.323995086429
"35",4.98,4.02,"Lys",2,0.05,99.7,400.7136,"M",100,18,1,546.519,0.733210739242368,0.4986339,498.6339,NA,NA,365.603730430305
"36",6.04,4.02,"Lys",2,0.05,121,485.8572,"M",1000,18,1,546.519,0.889003310040456,0.4986339,498.6339,NA,NA,443.287187598382
"37",4.57,4.02,"Lys",2,0.05,91.4,367.5888,"M",0,20,1,546.519,0.672600220669364,0.4986339,498.6339,NA,NA,335.381271173226
"38",4.85,4.02,"Lys",2,0.05,97,390.0204,"M",100,20,1,546.519,0.713644722324384,0.4986339,498.6339,NA,NA,355.847451107025
"39",6.08,4.02,"Lys",2,0.05,122,488.43,"M",1000,20,1,546.519,0.893710923133505,0.4986339,498.6339,NA,NA,445.63456307466
"40",4.97,4.02,"Lys",2,0.05,99.3,399.3468,"M",0,22,1,546.519,0.730709819786686,0.4986339,498.6339,NA,NA,364.356687208533
"41",5.46,4.02,"Lys",2,0.05,109,438.9036,"M",100,22,1,546.519,0.803089371092313,0.4986339,498.6339,NA,NA,400.447585156307
"42",4.71,4.02,"Lys",2,0.05,94.3,378.9252,"M",1000,22,1,546.519,0.693343140860611,0.4986339,498.6339,NA,NA,345.724394365576
"43",5.77,4.02,"Lys",2,0.05,115,463.908,"M",0,24,1,546.519,0.848841485840383,0.4986339,498.6339,NA,NA,423.261140566385
"44",5.31,4.02,"Lys",2,0.05,106,426.924,"M",100,24,1,546.519,0.781169547627804,0.4986339,498.6339,NA,NA,389.517618094888
"45",6.95,4.02,"Lys",2,0.05,139,558.4584,"M",1000,24,1,546.519,1.02184626700993,0.4986339,498.6339,NA,NA,509.527189319603
"46",5.29,4.02,"Lys",2,0.05,106,425.3964,"E",0,16,1,546.519,0.778374402353807,0.4986339,498.6339,NA,NA,388.123863905848
"47",5.45,4.02,"Lys",2,0.05,109,437.778,"E",100,16,1,546.519,0.801029790364104,0.4986339,498.6339,NA,NA,399.420608385436
"48",5.95,4.02,"Lys",2,0.05,119,478.5408,"E",1000,16,1,546.519,0.875616035307098,0.4986339,498.6339,NA,NA,436.611838587716
"49",5.67,4.02,"Lys",2,0.05,113,455.9484,"E",0,18,1,546.519,0.834277307833762,0.4986339,498.6339,NA,NA,415.99894768665
"50",5.47,4.02,"Lys",2,0.05,109,440.1096,"E",100,18,1,546.519,0.80529606472968,0.4986339,498.6339,NA,NA,401.547917410813
"51",6.42,4.02,"Lys",2,0.05,128,516.4896,"E",1000,18,1,546.519,0.94505332842957,0.4986339,498.6339,NA,NA,471.235626862817
"52",5.7,4.02,"Lys",2,0.05,114,458.0388,"E",0,20,1,546.519,0.838102243471865,0.4986339,498.6339,NA,NA,417.906190261125
"53",5.94,4.02,"Lys",2,0.05,119,477.7368,"E",100,20,1,546.519,0.87414490621552,0.4986339,498.6339,NA,NA,435.878283751379
"54",4.58,4.02,"Lys",2,0.05,91.5,367.83,"E",1000,20,1,546.519,0.673041559396837,0.4986339,498.6339,NA,NA,335.601337624127
"55",5.87,4.02,"Lys",2,0.05,117,471.7068,"E",0,22,1,546.519,0.863111438028687,0.4986339,498.6339,NA,NA,430.376622478853
"56",5.85,4.02,"Lys",2,0.05,117,470.0988,"E",100,22,1,546.519,0.860169179845531,0.4986339,498.6339,NA,NA,428.909512806179
"57",6.07,4.02,"Lys",2,0.05,121,488.1888,"E",1000,22,1,546.519,0.893269584406032,0.4986339,498.6339,NA,NA,445.414496623759
"58",5.15,4.02,"Lys",2,0.05,103,413.658,"E",0,24,1,546.519,0.756895917616771,0.4986339,498.6339,NA,NA,377.413963295329
"59",4.3,4.02,"Lys",2,0.05,86,345.5592,"E",100,24,1,546.519,0.632291283560132,0.4986339,498.6339,NA,NA,315.281868657595
"60",5.27,4.02,"Lys",2,0.05,105,423.4668,"E",1000,24,1,546.519,0.77484369253402,0.4986339,498.6339,NA,NA,386.363332298639
"31",4.65,5.13,"Val",2,0.05,93.1,477.5004,"M",0,16,1,494.8398,0.964959568733154,0.4517094,451.7094,NA,NA,435.881307816712
"32",4.34,5.13,"Val",2,0.05,86.7,444.771,"M",100,16,1,494.8398,0.898818162969106,0.4517094,451.7094,NA,NA,406.004613103877
"33",4.29,5.13,"Val",2,0.05,85.7,439.8462,"M",1000,16,1,494.8398,0.888865851130002,0.4517094,451.7094,NA,NA,401.509060294423
"34",3.94,5.13,"Val",2,0.05,78.9,404.6544,"M",0,18,1,494.8398,0.817748289446403,0.4517094,451.7094,NA,NA,369.384589176861
"35",4.38,5.13,"Val",2,0.05,87.6,449.5932,"M",100,18,1,494.8398,0.908563134978229,0.4517094,451.7094,NA,NA,410.406508563135
"36",3.97,5.13,"Val",2,0.05,79.4,407.5272,"M",1000,18,1,494.8398,0.82355380468588,0.4517094,451.7094,NA,NA,372.006994982376
"37",2.53,5.13,"Val",2,0.05,50.5,259.1676,"M",0,20,1,494.8398,0.523740410532863,0.4517094,451.7094,NA,NA,236.578466597553
"38",2.45,5.13,"Val",2,0.05,48.9,251.0622,"M",100,20,1,494.8398,0.507360563964338,0.4517094,451.7094,NA,NA,229.179535931993
"39",2.41,5.13,"Val",2,0.05,48.2,247.1634,"M",1000,20,1,494.8398,0.499481650425047,0.4517094,451.7094,NA,NA,225.620556624508
"40",2.32,5.13,"Val",2,0.05,46.4,238.032,"M",0,22,1,494.8398,0.481028405556708,0.4517094,451.7094,NA,NA,217.285052456977
"41",2.31,5.13,"Val",2,0.05,46.1,236.493,"M",100,22,1,494.8398,0.477918308106987,0.4517094,451.7094,NA,NA,215.880192204022
"42",2.4,5.13,"Val",2,0.05,47.9,245.727,"M",1000,22,1,494.8398,0.496578892805308,0.4517094,451.7094,NA,NA,224.30935372175
"43",2.66,5.13,"Val",2,0.05,53.3,273.2238,"M",0,24,1,494.8398,0.552145967240307,0.4517094,451.7094,NA,NA,249.409523574539
"44",2.22,5.13,"Val",2,0.05,44.5,228.1824,"M",100,24,1,494.8398,0.461123781878499,0.4517094,451.7094,NA,NA,208.293946838068
"45",2.37,5.13,"Val",2,0.05,47.4,243.3672,"M",1000,24,1,494.8398,0.491810076715737,0.4517094,451.7094,NA,NA,222.15523466722
"46",2.32,5.13,"Val",2,0.05,46.4,237.8268,"E",0,16,1,494.8398,0.480613725896745,0.4517094,451.7094,NA,NA,217.097737756583
"47",2.29,5.13,"Val",2,0.05,45.7,234.6462,"E",100,16,1,494.8398,0.474186191167323,0.4517094,451.7094,NA,NA,214.194359900477
"48",2.48,5.13,"Val",2,0.05,49.6,254.2428,"E",1000,16,1,494.8398,0.513788098693759,0.4517094,451.7094,NA,NA,232.082913788099
"49",1.98,5.13,"Val",2,0.05,39.6,203.148,"E",0,18,1,494.8398,0.410532863363052,0.4517094,451.7094,NA,NA,185.441553390006
"50",2.05,5.13,"Val",2,0.05,41,210.2274,"E",100,18,1,494.8398,0.424839311631764,0.4517094,451.7094,NA,NA,191.903910553597
"51",2.1,5.13,"Val",2,0.05,42.1,215.8704,"E",1000,18,1,494.8398,0.436243002280738,0.4517094,451.7094,NA,NA,197.055064814431
"52",2.19,5.13,"Val",2,0.05,43.9,225.1044,"E",0,20,1,494.8398,0.454903586979059,0.4517094,451.7094,NA,NA,205.484226332158
"53",2.5,5.13,"Val",2,0.05,50.1,256.8078,"E",100,20,1,494.8398,0.518971594443293,0.4517094,451.7094,NA,NA,234.424347543023
"54",2.23,5.13,"Val",2,0.05,44.6,228.5928,"E",1000,20,1,494.8398,0.461953141198424,0.4517094,451.7094,NA,NA,208.668576238856
"55",1.69,5.13,"Val",2,0.05,33.8,173.2914,"E",0,22,1,494.8398,0.350196972838482,0.4517094,451.7094,NA,NA,158.187264482687
"56",2.35,5.13,"Val",2,0.05,46.9,240.597,"E",100,22,1,494.8398,0.486211901306241,0.4517094,451.7094,NA,NA,219.626486211901
"57",2.45,5.13,"Val",2,0.05,48.9,250.857,"E",1000,22,1,494.8398,0.506945884304375,0.4517094,451.7094,NA,NA,228.992221231599
"58",1.94,5.13,"Val",2,0.05,38.9,199.3518,"E",0,24,1,494.8398,0.402861289653743,0.4517094,451.7094,NA,NA,181.976231432718
"59",2.42,5.13,"Val",2,0.05,48.4,248.0868,"E",100,24,1,494.8398,0.501347708894879,0.4517094,451.7094,NA,NA,226.46347277628
"60",1.88,5.13,"Val",2,0.05,37.6,192.6828,"E",1000,24,1,494.8398,0.389384200704955,0.4517094,451.7094,NA,NA,175.888503669915
"31",2.42,4.74,"Met",2,0.05,48.3,229.0368,"M",0,16,1,246.8118,0.9279815632802,0.11570469,115.70469,NA,NA,107.371819105051
"32",2.41,4.74,"Met",2,0.05,48.2,228.2784,"M",100,16,1,246.8118,0.924908776646822,0.11570469,115.70469,NA,NA,107.0162832802
"33",2.46,4.74,"Met",2,0.05,49.3,233.5872,"M",1000,16,1,246.8118,0.946418283080469,0.11570469,115.70469,NA,NA,109.505034054158
"34",2.39,4.74,"Met",2,0.05,47.9,226.9512,"M",0,18,1,246.8118,0.91953140003841,0.11570469,115.70469,NA,NA,106.39409558671
"35",2.53,4.74,"Met",2,0.05,50.6,239.7492,"M",100,18,1,246.8118,0.971384674476666,0.11570469,115.70469,NA,NA,112.393762631074
"36",2.34,4.74,"Met",2,0.05,46.8,221.832,"M",1000,18,1,246.8118,0.898790090263107,0.11570469,115.70469,NA,NA,103.994228768965
"37",2.51,4.74,"Met",2,0.05,50.3,238.2324,"M",0,20,1,246.8118,0.96523910120991,0.11570469,115.70469,NA,NA,111.682690981371
"38",2.28,4.74,"Met",2,0.05,45.6,216.3336,"M",100,20,1,246.8118,0.876512387171116,0.11570469,115.70469,NA,NA,101.416594038794
"39",2.35,4.74,"Met",2,0.05,47,222.6852,"M",1000,20,1,246.8118,0.902246975225658,0.11570469,115.70469,NA,NA,104.394206571922
"40",2.22,4.74,"Met",2,0.05,44.3,209.982,"M",0,22,1,246.8118,0.850777799116574,0.11570469,115.70469,NA,NA,98.4389815056655
"41",2.32,4.74,"Met",2,0.05,46.4,219.8412,"M",100,22,1,246.8118,0.89072402535049,0.11570469,115.70469,NA,NA,103.060947228731
"42",2.27,4.74,"Met",2,0.05,45.4,215.1012,"M",1000,22,1,246.8118,0.871519108891876,0.11570469,115.70469,NA,NA,100.838848323411
"43",2.14,4.74,"Met",2,0.05,42.8,202.872,"M",0,24,1,246.8118,0.821970424428654,0.11570469,115.70469,NA,NA,95.1058331476858
"44",2.34,4.74,"Met",2,0.05,46.8,221.6424,"M",100,24,1,246.8118,0.898021893604763,0.11570469,115.70469,NA,NA,103.905344812752
"45",2.19,4.74,"Met",2,0.05,43.9,207.9912,"M",1000,24,1,246.8118,0.842711734203956,0.11570469,115.70469,NA,NA,97.5056999654311
"46",2.26,4.74,"Met",2,0.05,45.2,214.3428,"E",0,16,1,246.8118,0.868446322258498,0.11570469,115.70469,NA,NA,100.48331249856
"47",2.48,4.74,"Met",2,0.05,49.7,235.4832,"E",100,16,1,246.8118,0.954100249663914,0.11570469,115.70469,NA,NA,110.393873616286
"48",2.44,4.74,"Met",2,0.05,48.7,230.838,"E",1000,16,1,246.8118,0.935279431534473,0.11570469,115.70469,NA,NA,108.216216689072
"49",2.38,4.74,"Met",2,0.05,47.5,225.15,"E",0,18,1,246.8118,0.912233531784137,0.11570469,115.70469,NA,NA,105.549698002689
"50",2.5,4.74,"Met",2,0.05,49.9,236.526,"E",100,18,1,246.8118,0.958325331284809,0.11570469,115.70469,NA,NA,110.882735375456
"51",2.38,4.74,"Met",2,0.05,47.5,225.2448,"E",1000,18,1,246.8118,0.912617630113309,0.11570469,115.70469,NA,NA,105.594139980795
"52",2.32,4.74,"Met",2,0.05,46.4,219.7464,"E",0,20,1,246.8118,0.890339927021317,0.11570469,115.70469,NA,NA,103.016505250624
"53",2.33,4.74,"Met",2,0.05,46.7,221.1684,"E",100,20,1,246.8118,0.896101401958901,0.11570469,115.70469,NA,NA,103.68313492222
"54",2.38,4.74,"Met",2,0.05,47.7,225.9084,"E",1000,20,1,246.8118,0.915306318417515,0.11570469,115.70469,NA,NA,105.90523382754
"55",2.38,4.74,"Met",2,0.05,47.6,225.8136,"E",0,22,1,246.8118,0.914922220088343,0.11570469,115.70469,NA,NA,105.860791849433
"56",2.27,4.74,"Met",2,0.05,45.4,215.0064,"E",100,22,1,246.8118,0.871135010562704,0.11570469,115.70469,NA,NA,100.794406345304
"57",2.39,4.74,"Met",2,0.05,47.8,226.572,"E",1000,22,1,246.8118,0.917995006721721,0.11570469,115.70469,NA,NA,106.216327674285
"58",2.41,4.74,"Met",2,0.05,48.3,228.8472,"E",0,24,1,246.8118,0.927213366621855,0.11570469,115.70469,NA,NA,107.282935148838
"59",2.29,4.74,"Met",2,0.05,45.8,217.2816,"E",100,24,1,246.8118,0.880353370462838,0.11570469,115.70469,NA,NA,101.861013819858
"60",2.31,4.74,"Met",2,0.05,46.3,219.2724,"E",1000,24,1,246.8118,0.888419435375456,0.11570469,115.70469,NA,NA,102.794295360092
"31",2.42,4.77,"Tyr",2,0.05,48.4,231.0588,"M",0,16,1,191.6586,1.20557491289199,0.21375479,213.75479,NA,NA,257.697412334495
"32",2.02,4.77,"Tyr",2,0.05,40.4,192.708,"M",100,16,1,191.6586,1.00547536087606,0.21375479,213.75479,NA,NA,214.925174614236
"33",1.98,4.77,"Tyr",2,0.05,39.5,188.415,"M",1000,16,1,191.6586,0.983076157292185,0.21375479,213.75479,NA,NA,210.137237555998
"34",1.99,4.77,"Tyr",2,0.05,39.8,189.846,"M",0,18,1,191.6586,0.990542558486809,0.21375479,213.75479,NA,NA,211.733216575411
"35",1.99,4.77,"Tyr",2,0.05,39.8,189.846,"M",100,18,1,191.6586,0.990542558486809,0.21375479,213.75479,NA,NA,211.733216575411
"36",1.97,4.77,"Tyr",2,0.05,39.5,188.3196,"M",1000,18,1,191.6586,0.982578397212544,0.21375479,213.75479,NA,NA,210.030838954704
"37",1.91,4.77,"Tyr",2,0.05,38.1,181.737,"M",0,20,1,191.6586,0.948232951717272,0.21375479,213.75479,NA,NA,202.689335465406
"38",1.97,4.77,"Tyr",2,0.05,39.3,187.5564,"M",100,20,1,191.6586,0.978596316575411,0.21375479,213.75479,NA,NA,209.17965014435
"39",2.02,4.77,"Tyr",2,0.05,40.4,192.8988,"M",1000,20,1,191.6586,1.00647088103534,0.21375479,213.75479,NA,NA,215.137971816824
"40",1.79,4.77,"Tyr",2,0.05,35.8,170.766,"M",0,22,1,191.6586,0.890990542558487,0.21375479,213.75479,NA,NA,190.453496316575
"41",1.94,4.77,"Tyr",2,0.05,38.8,185.2668,"M",100,22,1,191.6586,0.966650074664012,0.21375479,213.75479,NA,NA,206.62608371329
"42",1.94,4.77,"Tyr",2,0.05,38.7,184.599,"M",1000,22,1,191.6586,0.963165754106521,0.21375479,213.75479,NA,NA,205.881293504231
"43",1.96,4.77,"Tyr",2,0.05,39.1,186.6024,"M",0,24,1,191.6586,0.973618715778995,0.21375479,213.75479,NA,NA,208.115664131409
"44",2.02,4.77,"Tyr",2,0.05,40.3,192.4218,"M",100,24,1,191.6586,1.00398208063713,0.21375479,213.75479,NA,NA,214.605978810353
"45",1.89,4.77,"Tyr",2,0.05,37.8,180.4014,"M",1000,24,1,191.6586,0.94126431060229,0.21375479,213.75479,NA,NA,201.199755047287
"46",1.88,4.77,"Tyr",2,0.05,37.7,179.6382,"E",0,16,1,191.6586,0.937282229965157,0.21375479,213.75479,NA,NA,200.348566236934
"47",1.91,4.77,"Tyr",2,0.05,38.2,182.0232,"E",100,16,1,191.6586,0.949726231956197,0.21375479,213.75479,NA,NA,203.008531269288
"48",2.07,4.77,"Tyr",2,0.05,41.3,197.0964,"E",1000,16,1,191.6586,1.02837232453957,0.21375479,213.75479,NA,NA,219.819510273768
"49",1.96,4.77,"Tyr",2,0.05,39.1,186.6024,"E",0,18,1,191.6586,0.973618715778995,0.21375479,213.75479,NA,NA,208.115664131409
"50",1.95,4.77,"Tyr",2,0.05,39,186.1254,"E",100,18,1,191.6586,0.971129915380787,0.21375479,213.75479,NA,NA,207.583671124938
"51",1.9,4.77,"Tyr",2,0.05,38,181.4508,"E",1000,18,1,191.6586,0.946739671478347,0.21375479,213.75479,NA,NA,202.370139661523
"52",1.95,4.77,"Tyr",2,0.05,39.1,186.3162,"E",0,20,1,191.6586,0.97212543554007,0.21375479,213.75479,NA,NA,207.796468327526
"53",2.1,4.77,"Tyr",2,0.05,42,200.4354,"E",100,20,1,191.6586,1.04579392732703,0.21375479,213.75479,NA,NA,223.543461319064
"54",1.91,4.77,"Tyr",2,0.05,38.1,181.8324,"E",1000,20,1,191.6586,0.948730711796914,0.21375479,213.75479,NA,NA,202.7957340667
"55",2.06,4.77,"Tyr",2,0.05,41.1,196.1424,"E",0,22,1,191.6586,1.02339472374316,0.21375479,213.75479,NA,NA,218.755524260826
"56",2.07,4.77,"Tyr",2,0.05,41.4,197.3826,"E",100,22,1,191.6586,1.0298656047785,0.21375479,213.75479,NA,NA,220.138706077651
"57",1.82,4.77,"Tyr",2,0.05,36.5,173.9142,"E",1000,22,1,191.6586,0.90741662518666,0.21375479,213.75479,NA,NA,193.964650159283
"58",1.93,4.77,"Tyr",2,0.05,38.7,184.5036,"E",0,24,1,191.6586,0.962667994026879,0.21375479,213.75479,NA,NA,205.774894902937
"59",2.18,4.77,"Tyr",2,0.05,43.5,207.6858,"E",100,24,1,191.6586,1.08362369337979,0.21375479,213.75479,NA,NA,231.629755017422
"60",1.95,4.77,"Tyr",2,0.05,38.9,185.7438,"E",1000,24,1,191.6586,0.96913887506222,0.21375479,213.75479,NA,NA,207.158076719761
"31",2.9,4.33,"Ile",2,0.05,58,251.14,"M",0,16,1,249.3647,1.00711929154367,0.41580153,415.80153,NA,NA,418.761742316374
"32",5.4,4.33,"Ile",2,0.05,108,467.4668,"M",100,16,1,249.3647,1.87463101232853,0.41580153,415.80153,NA,NA,779.474443111651
"33",5.1,4.33,"Ile",2,0.05,102,441.4868,"M",1000,16,1,249.3647,1.77044625803091,0.41580153,415.80153,NA,NA,736.154262872026
"34",5.36,4.33,"Ile",2,0.05,107,463.9162,"M",0,18,1,249.3647,1.86039242924119,0.41580153,415.80153,NA,NA,773.554018478902
"35",5.49,4.33,"Ile",2,0.05,110,475.3474,"M",100,18,1,249.3647,1.90623372113214,0.41580153,415.80153,NA,NA,792.614897784337
"36",5.57,4.33,"Ile",2,0.05,111,482.362,"M",1000,18,1,249.3647,1.9343636047925,0.41580153,415.80153,NA,NA,804.311346449036
"37",5.48,4.33,"Ile",2,0.05,110,474.8278,"M",0,20,1,249.3647,1.90415002604619,0.41580153,415.80153,NA,NA,791.748494179545
"38",5.17,4.33,"Ile",2,0.05,103,447.5488,"M",100,20,1,249.3647,1.79475603403369,0.41580153,415.80153,NA,NA,746.262304927939
"39",5.71,4.33,"Ile",2,0.05,114,494.7458,"M",1000,20,1,249.3647,1.98402500434103,0.41580153,415.80153,NA,NA,824.960632363257
"40",5.78,4.33,"Ile",2,0.05,116,500.7212,"M",0,22,1,249.3647,2.00798749782948,0.41580153,415.80153,NA,NA,834.924273818371
"41",5.36,4.33,"Ile",2,0.05,107,464.5224,"M",100,22,1,249.3647,1.86282340684147,0.41580153,415.80153,NA,NA,774.564822684494
"42",5.52,4.33,"Ile",2,0.05,110,478.3784,"M",1000,22,1,249.3647,1.91838860913353,0.41580153,415.80153,NA,NA,797.668918812294
"43",5.63,4.33,"Ile",2,0.05,113,487.6446,"M",0,24,1,249.3647,1.95554783816635,0.41580153,415.80153,NA,NA,813.11978309776
"44",5.64,4.33,"Ile",2,0.05,113,488.6838,"M",100,24,1,249.3647,1.95971522833825,0.41580153,415.80153,NA,NA,814.852590307345
"45",5.35,4.33,"Ile",2,0.05,107,462.877,"M",1000,24,1,249.3647,1.85622503906928,0.41580153,415.80153,NA,NA,771.821211269317
"46",5.15,4.33,"Ile",2,0.05,103,445.7302,"E",0,16,1,249.3647,1.78746310123285,0.41580153,415.80153,NA,NA,743.229892311165
"47",5.74,4.33,"Ile",2,0.05,115,497.1706,"E",100,16,1,249.3647,1.99374891474214,0.41580153,415.80153,NA,NA,829.003849185622
"48",6.22,4.33,"Ile",2,0.05,124,538.5654,"E",1000,16,1,249.3647,2.15974995658969,0.41580153,415.80153,NA,NA,898.027336367425
"49",5.02,4.33,"Ile",2,0.05,100,434.299,"E",0,18,1,249.3647,1.7416218093419,0.41580153,415.80153,NA,NA,724.16901300573
"50",5.64,4.33,"Ile",2,0.05,113,488.1642,"E",100,18,1,249.3647,1.9576315332523,0.41580153,415.80153,NA,NA,813.986186702552
"51",4.99,4.33,"Ile",2,0.05,99.9,432.4804,"E",1000,18,1,249.3647,1.73432887654107,0.41580153,415.80153,NA,NA,721.136600388956
"52",5.63,4.33,"Ile",2,0.05,113,487.4714,"E",0,20,1,249.3647,1.9548532731377,0.41580153,415.80153,NA,NA,812.830981896162
"53",5.14,4.33,"Ile",2,0.05,103,445.124,"E",100,20,1,249.3647,1.78503212363258,0.41580153,415.80153,NA,NA,742.219088105574
"54",5.06,4.33,"Ile",2,0.05,101,437.9362,"E",1000,20,1,249.3647,1.75620767494357,0.41580153,415.80153,NA,NA,730.233838239277
"55",5.28,4.33,"Ile",2,0.05,106,457.4212,"E",0,22,1,249.3647,1.83434624066678,0.41580153,415.80153,NA,NA,762.723973418996
"56",5.25,4.33,"Ile",2,0.05,105,454.4768,"E",100,22,1,249.3647,1.82253863517972,0.41580153,415.80153,NA,NA,757.814352991839
"57",5.75,4.33,"Ile",2,0.05,115,497.95,"E",1000,22,1,249.3647,1.99687445737107,0.41580153,415.80153,NA,NA,830.303454592811
"58",5.15,4.33,"Ile",2,0.05,103,445.99,"E",0,24,1,249.3647,1.78850494877583,0.41580153,415.80153,NA,NA,743.663094113561
"59",5.65,4.33,"Ile",2,0.05,113,489.5498,"E",100,24,1,249.3647,1.96318805348151,0.41580153,415.80153,NA,NA,816.296596315332
"60",5.87,4.33,"Ile",2,0.05,117,508.5152,"E",1000,24,1,249.3647,2.03924292411877,0.41580153,415.80153,NA,NA,847.920327890258
"31",2.23,4.29,"Leu",2,0.05,44.5,190.905,"M",0,16,1,206.8209,0.923045011408422,0.45076334,450.76334,NA,NA,416.074852312798
"32",5.2,4.29,"Leu",2,0.05,104,445.9026,"M",100,16,1,206.8209,2.15598423563576,0.45076334,450.76334,NA,NA,971.838655042522
"33",4.87,4.29,"Leu",2,0.05,97.3,417.5028,"M",1000,16,1,206.8209,2.01866832607343,0.45076334,450.76334,NA,NA,909.941677013068
"34",4.69,4.29,"Leu",2,0.05,93.7,402.1446,"M",0,18,1,206.8209,1.94440987347023,0.45076334,450.76334,NA,NA,876.46868889442
"35",5.2,4.29,"Leu",2,0.05,104,446.0742,"M",100,18,1,206.8209,2.1568139390168,0.45076334,450.76334,NA,NA,972.21265490977
"36",5.87,4.29,"Leu",2,0.05,117,503.7318,"M",1000,18,1,206.8209,2.43559427504667,0.45076334,450.76334,NA,NA,1097.87661030492
"37",5.08,4.29,"Leu",2,0.05,102,435.6924,"M",0,20,1,206.8209,2.1066168844638,0.45076334,450.76334,NA,NA,949.585662941299
"38",4.95,4.29,"Leu",2,0.05,99,424.6242,"M",100,20,1,206.8209,2.05310101638664,0.45076334,450.76334,NA,NA,925.462671503837
"39",6.16,4.29,"Leu",2,0.05,123,528.4422,"M",1000,20,1,206.8209,2.55507156191661,0.45076334,450.76334,NA,NA,1151.73259118855
"40",4.97,4.29,"Leu",2,0.05,99.5,426.7692,"M",0,22,1,206.8209,2.06347230864966,0.45076334,450.76334,NA,NA,930.137669844431
"41",4.9,4.29,"Leu",2,0.05,97.9,420.1626,"M",100,22,1,206.8209,2.03152872847957,0.45076334,450.76334,NA,NA,915.738674955403
"42",5.22,4.29,"Leu",2,0.05,104,447.9618,"M",1000,22,1,206.8209,2.16594067620826,0.45076334,450.76334,NA,NA,976.326653449492
"43",5.7,4.29,"Leu",2,0.05,114,488.9742,"M",0,24,1,206.8209,2.36423978427712,0.45076334,450.76334,NA,NA,1065.71262172163
"44",4.86,4.29,"Leu",2,0.05,97.3,417.2454,"M",100,24,1,206.8209,2.01742377100187,0.45076334,450.76334,NA,NA,909.380677212197
"45",4.83,4.29,"Leu",2,0.05,96.7,414.6714,"M",1000,24,1,206.8209,2.00497822028625,0.45076334,450.76334,NA,NA,903.770679203485
"46",4.93,4.29,"Leu",2,0.05,98.6,422.994,"E",0,16,1,206.8209,2.04521883426675,0.45076334,450.76334,NA,NA,921.909672764987
"47",5.07,4.29,"Leu",2,0.05,101,435.0918,"E",100,16,1,206.8209,2.10371292263016,0.45076334,450.76334,NA,NA,948.276663405932
"48",5.17,4.29,"Leu",2,0.05,103,443.6718,"E",1000,16,1,206.8209,2.14519809168222,0.45076334,450.76334,NA,NA,966.976656768305
"49",4.29,4.29,"Leu",2,0.05,85.8,367.9962,"E",0,18,1,206.8209,1.77929890064302,0.45076334,450.76334,NA,NA,802.042715312176
"50",5.93,4.29,"Leu",2,0.05,119,508.9656,"E",100,18,1,206.8209,2.46090022816843,0.45076334,450.76334,NA,NA,1109.28360625596
"51",4.66,4.29,"Leu",2,0.05,93.3,400.0854,"E",1000,18,1,206.8209,1.93445343289774,0.45076334,450.76334,NA,NA,871.980690487451
"52",4.99,4.29,"Leu",2,0.05,99.8,428.3136,"E",0,20,1,206.8209,2.07093963907903,0.45076334,450.76334,NA,NA,933.503668649658
