"sample","ratio","condition","amino_acid","batch","ratio_sample_is","ratio_adj","concentration_sample_uM","cell_line","dox_conc","timepoint","replicate","mean_m0","ratio_to_m0","AA_concentration_mM","AA_concentration_uM","mean_glc_m0","correction_factor","final_concentration"
"171",1.88,4.29,"Leu",4,0.05,37.6,161.304,"E",1000,18,3,285.285,0.565413533834587,0.45076334,450.76334,NA,NA,254.867692992481
"172",2.13,4.29,"Leu",4,0.05,42.6,182.754,"E",0,20,3,285.285,0.640601503759399,0.45076334,450.76334,NA,NA,288.759673443609
"173",2.03,4.29,"Leu",4,0.05,40.6,174.174,"E",100,20,3,285.285,0.610526315789474,0.45076334,450.76334,NA,NA,275.202881263158
"174",1.86,4.29,"Leu",4,0.05,37.2,159.588,"E",1000,20,3,285.285,0.559398496240602,0.45076334,450.76334,NA,NA,252.156334556391
"175",1.7,4.29,"Leu",4,0.05,34,145.86,"E",0,22,3,285.285,0.511278195488722,0.45076334,450.76334,NA,NA,230.465467067669
"176",1.94,4.29,"Leu",4,0.05,38.8,166.452,"E",100,22,3,285.285,0.583458646616541,0.45076334,450.76334,NA,NA,263.001768300752
"177",1.85,4.29,"Leu",4,0.05,37,158.73,"E",1000,22,3,285.285,0.556390977443609,0.45076334,450.76334,NA,NA,250.800655338346
"178",2.07,4.29,"Leu",4,0.05,41.4,177.606,"E",0,24,3,285.285,0.622556390977444,0.45076334,450.76334,NA,NA,280.625598135338
"179",1.99,4.29,"Leu",4,0.05,39.8,170.742,"E",100,24,3,285.285,0.598496240601504,0.45076334,450.76334,NA,NA,269.780164390977
"180",2.13,4.29,"Leu",4,0.05,42.6,182.754,"E",1000,24,3,285.285,0.640601503759399,0.45076334,450.76334,NA,NA,288.759673443609
"121",2.04,4.64,"Phe",4,0.05,40.8,189.312,"TM",0,16,3,163.328,1.15909090909091,0.2150303,215.0303,NA,NA,249.239665909091
"122",2.07,4.64,"Phe",4,0.05,41.4,192.096,"TM",100,16,3,163.328,1.17613636363636,0.2150303,215.0303,NA,NA,252.904955113636
"123",1.29,4.64,"Phe",4,0.05,25.8,119.712,"TM",1000,16,3,163.328,0.732954545454546,0.2150303,215.0303,NA,NA,157.607435795455
"124",1.37,4.64,"Phe",4,0.05,27.4,127.136,"TM",0,18,3,163.328,0.778409090909091,0.2150303,215.0303,NA,NA,167.381540340909
"125",1.67,4.64,"Phe",4,0.05,33.4,154.976,"TM",100,18,3,163.328,0.948863636363636,0.2150303,215.0303,NA,NA,204.034432386364
"126",2.01,4.64,"Phe",4,0.05,40.2,186.528,"TM",1000,18,3,163.328,1.14204545454545,0.2150303,215.0303,NA,NA,245.574376704545
"127",1.99,4.64,"Phe",4,0.05,39.8,184.672,"TM",0,20,3,163.328,1.13068181818182,0.2150303,215.0303,NA,NA,243.130850568182
"128",1.28,4.64,"Phe",4,0.05,25.6,118.784,"TM",100,20,3,163.328,0.727272727272727,0.2150303,215.0303,NA,NA,156.385672727273
"129",1.85,4.64,"Phe",4,0.05,37,171.68,"TM",1000,20,3,163.328,1.05113636363636,0.2150303,215.0303,NA,NA,226.026167613636
"130",1.9,4.64,"Phe",4,0.05,38,176.32,"TM",0,22,3,163.328,1.07954545454545,0.2150303,215.0303,NA,NA,232.134982954545
"131",1.93,4.64,"Phe",4,0.05,38.6,179.104,"TM",100,22,3,163.328,1.09659090909091,0.2150303,215.0303,NA,NA,235.800272159091
"132",1.63,4.64,"Phe",4,0.05,32.6,151.264,"TM",1000,22,3,163.328,0.926136363636364,0.2150303,215.0303,NA,NA,199.147380113636
"133",1.95,4.64,"Phe",4,0.05,39,180.96,"TM",0,24,3,163.328,1.10795454545455,0.2150303,215.0303,NA,NA,238.243798295455
"134",1.74,4.64,"Phe",4,0.05,34.8,161.472,"TM",100,24,3,163.328,0.988636363636364,0.2150303,215.0303,NA,NA,212.586773863636
"135",1.88,4.64,"Phe",4,0.05,37.6,174.464,"TM",1000,24,3,163.328,1.06818181818182,0.2150303,215.0303,NA,NA,229.691456818182
"136",1.92,4.64,"Phe",4,0.05,38.4,178.176,"T",0,16,3,163.328,1.09090909090909,0.2150303,215.0303,NA,NA,234.578509090909
"137",1.41,4.64,"Phe",4,0.05,28.2,130.848,"T",100,16,3,163.328,0.801136363636364,0.2150303,215.0303,NA,NA,172.268592613636
"138",1.52,4.64,"Phe",4,0.05,30.4,141.056,"T",1000,16,3,163.328,0.863636363636364,0.2150303,215.0303,NA,NA,185.707986363636
"139",1.88,4.64,"Phe",4,0.05,37.6,174.464,"T",0,18,3,163.328,1.06818181818182,0.2150303,215.0303,NA,NA,229.691456818182
"140",1.36,4.64,"Phe",4,0.05,27.2,126.208,"T",100,18,3,163.328,0.772727272727273,0.2150303,215.0303,NA,NA,166.159777272727
"141",1.4,4.64,"Phe",4,0.05,28,129.92,"T",1000,18,3,163.328,0.795454545454546,0.2150303,215.0303,NA,NA,171.046829545455
"142",1.33,4.64,"Phe",4,0.05,26.6,123.424,"T",0,20,3,163.328,0.755681818181818,0.2150303,215.0303,NA,NA,162.494488068182
"143",1.33,4.64,"Phe",4,0.05,26.6,123.424,"T",100,20,3,163.328,0.755681818181818,0.2150303,215.0303,NA,NA,162.494488068182
"144",1.47,4.64,"Phe",4,0.05,29.4,136.416,"T",1000,20,3,163.328,0.835227272727273,0.2150303,215.0303,NA,NA,179.599171022727
"145",1.64,4.64,"Phe",4,0.05,32.8,152.192,"T",0,22,3,163.328,0.931818181818182,0.2150303,215.0303,NA,NA,200.369143181818
"146",2.01,4.64,"Phe",4,0.05,40.2,186.528,"T",100,22,3,163.328,1.14204545454545,0.2150303,215.0303,NA,NA,245.574376704545
"147",1.99,4.64,"Phe",4,0.05,39.8,184.672,"T",1000,22,3,163.328,1.13068181818182,0.2150303,215.0303,NA,NA,243.130850568182
"148",1.95,4.64,"Phe",4,0.05,39,180.96,"T",0,24,3,163.328,1.10795454545455,0.2150303,215.0303,NA,NA,238.243798295455
"149",1.75,4.64,"Phe",4,0.05,35,162.4,"T",100,24,3,163.328,0.994318181818182,0.2150303,215.0303,NA,NA,213.808536931818
"150",1.94,4.64,"Phe",4,0.05,38.8,180.032,"T",1000,24,3,163.328,1.10227272727273,0.2150303,215.0303,NA,NA,237.022035227273
"151",2.21,4.64,"Phe",4,0.05,44.2,205.088,"M",0,16,3,163.328,1.25568181818182,0.2150303,215.0303,NA,NA,270.009638068182
"152",2.06,4.64,"Phe",4,0.05,41.2,191.168,"M",100,16,3,163.328,1.17045454545455,0.2150303,215.0303,NA,NA,251.683192045455
"153",2.04,4.64,"Phe",4,0.05,40.8,189.312,"M",1000,16,3,163.328,1.15909090909091,0.2150303,215.0303,NA,NA,249.239665909091
"154",1.34,4.64,"Phe",4,0.05,26.8,124.352,"M",0,18,3,163.328,0.761363636363636,0.2150303,215.0303,NA,NA,163.716251136364
"155",2.02,4.64,"Phe",4,0.05,40.4,187.456,"M",100,18,3,163.328,1.14772727272727,0.2150303,215.0303,NA,NA,246.796139772727
"156",1.94,4.64,"Phe",4,0.05,38.8,180.032,"M",1000,18,3,163.328,1.10227272727273,0.2150303,215.0303,NA,NA,237.022035227273
"157",2.03,4.64,"Phe",4,0.05,40.6,188.384,"M",0,20,3,163.328,1.15340909090909,0.2150303,215.0303,NA,NA,248.017902840909
"158",2.03,4.64,"Phe",4,0.05,40.6,188.384,"M",100,20,3,163.328,1.15340909090909,0.2150303,215.0303,NA,NA,248.017902840909
"159",1.96,4.64,"Phe",4,0.05,39.2,181.888,"M",1000,20,3,163.328,1.11363636363636,0.2150303,215.0303,NA,NA,239.465561363636
"160",1.86,4.64,"Phe",4,0.05,37.2,172.608,"M",0,22,3,163.328,1.05681818181818,0.2150303,215.0303,NA,NA,227.247930681818
"161",2.07,4.64,"Phe",4,0.05,41.4,192.096,"M",100,22,3,163.328,1.17613636363636,0.2150303,215.0303,NA,NA,252.904955113636
"162",1.87,4.64,"Phe",4,0.05,37.4,173.536,"M",1000,22,3,163.328,1.0625,0.2150303,215.0303,NA,NA,228.46969375
"163",1.96,4.64,"Phe",4,0.05,39.2,181.888,"M",0,24,3,163.328,1.11363636363636,0.2150303,215.0303,NA,NA,239.465561363636
"164",1.86,4.64,"Phe",4,0.05,37.2,172.608,"M",100,24,3,163.328,1.05681818181818,0.2150303,215.0303,NA,NA,227.247930681818
"165",1.9,4.64,"Phe",4,0.05,38,176.32,"M",1000,24,3,163.328,1.07954545454545,0.2150303,215.0303,NA,NA,232.134982954545
"166",1.84,4.64,"Phe",4,0.05,36.8,170.752,"E",0,16,3,163.328,1.04545454545455,0.2150303,215.0303,NA,NA,224.804404545455
"167",1.85,4.64,"Phe",4,0.05,37,171.68,"E",100,16,3,163.328,1.05113636363636,0.2150303,215.0303,NA,NA,226.026167613636
"168",1.76,4.64,"Phe",4,0.05,35.2,163.328,"E",1000,16,3,163.328,1,0.2150303,215.0303,NA,NA,215.0303
"169",1.91,4.64,"Phe",4,0.05,38.2,177.248,"E",0,18,3,163.328,1.08522727272727,0.2150303,215.0303,NA,NA,233.356746022727
"170",1.93,4.64,"Phe",4,0.05,38.6,179.104,"E",100,18,3,163.328,1.09659090909091,0.2150303,215.0303,NA,NA,235.800272159091
"171",2.02,4.64,"Phe",4,0.05,40.4,187.456,"E",1000,18,3,163.328,1.14772727272727,0.2150303,215.0303,NA,NA,246.796139772727
"172",1.96,4.64,"Phe",4,0.05,39.2,181.888,"E",0,20,3,163.328,1.11363636363636,0.2150303,215.0303,NA,NA,239.465561363636
"173",2,4.64,"Phe",4,0.05,40,185.6,"E",100,20,3,163.328,1.13636363636364,0.2150303,215.0303,NA,NA,244.352613636364
"174",1.84,4.64,"Phe",4,0.05,36.8,170.752,"E",1000,20,3,163.328,1.04545454545455,0.2150303,215.0303,NA,NA,224.804404545455
"175",1.82,4.64,"Phe",4,0.05,36.4,168.896,"E",0,22,3,163.328,1.03409090909091,0.2150303,215.0303,NA,NA,222.360878409091
"176",1.83,4.64,"Phe",4,0.05,36.6,169.824,"E",100,22,3,163.328,1.03977272727273,0.2150303,215.0303,NA,NA,223.582641477273
"177",1.9,4.64,"Phe",4,0.05,38,176.32,"E",1000,22,3,163.328,1.07954545454545,0.2150303,215.0303,NA,NA,232.134982954545
"178",1.98,4.64,"Phe",4,0.05,39.6,183.744,"E",0,24,3,163.328,1.125,0.2150303,215.0303,NA,NA,241.9090875
"179",1.76,4.64,"Phe",4,0.05,35.2,163.328,"E",100,24,3,163.328,1,0.2150303,215.0303,NA,NA,215.0303
"180",1.75,4.64,"Phe",4,0.05,35,162.4,"E",1000,24,3,163.328,0.994318181818182,0.2150303,215.0303,NA,NA,213.808536931818
"121",0.491,4.01,"Trp",4,0.05,9.83,39.41028,"TM",0,16,3,39.32206,1.00224352437283,0.04421569,44.21569,NA,NA,44.3148889781766
"122",0.434,4.01,"Trp",4,0.05,8.68,34.8068,"TM",100,16,3,39.32206,0.885172343463186,0.04421569,44.21569,NA,NA,39.1385059351418
"123",0.422,4.01,"Trp",4,0.05,8.43,33.82034,"TM",1000,16,3,39.32206,0.86008566183969,0.04421569,44.21569,NA,NA,38.0292809973486
"124",0.495,4.01,"Trp",4,0.05,9.9,39.70702,"TM",0,18,3,39.32206,1.009789924536,0.04421569,44.21569,NA,NA,44.6485582684071
"125",0.443,4.01,"Trp",4,0.05,8.87,35.56068,"TM",100,18,3,39.32206,0.904344279012849,0.04421569,44.21569,NA,NA,39.9862062941056
"126",0.464,4.01,"Trp",4,0.05,9.28,37.19676,"TM",1000,18,3,39.32206,0.945951458290842,0.04421569,44.21569,NA,NA,41.8258964348358
"127",0.446,4.01,"Trp",4,0.05,8.91,35.74514,"TM",0,20,3,39.32206,0.909035284519682,0.04421569,44.21569,NA,NA,40.1936223393841
"128",0.459,4.01,"Trp",4,0.05,9.19,36.83586,"TM",100,20,3,39.32206,0.936773404038344,0.04421569,44.21569,NA,NA,41.4200824332042
"129",0.476,4.01,"Trp",4,0.05,9.53,38.19926,"TM",1000,20,3,39.32206,0.971446053436671,0.04421569,44.21569,NA,NA,42.9531575504793
"130",0.452,4.01,"Trp",4,0.05,9.04,36.23436,"TM",0,22,3,39.32206,0.921476646950847,0.04421569,44.21569,NA,NA,40.7437257638181
"131",0.412,4.01,"Trp",4,0.05,8.24,33.03438,"TM",100,22,3,39.32206,0.84009789924536,0.04421569,44.21569,NA,NA,37.1455082826841
"132",0.451,4.01,"Trp",4,0.05,9.03,36.19426,"TM",1000,22,3,39.32206,0.920456863145013,0.04421569,44.21569,NA,NA,40.6986353191923
"133",0.449,4.01,"Trp",4,0.05,8.99,36.03386,"TM",0,24,3,39.32206,0.91637772792168,0.04421569,44.21569,NA,NA,40.5182735406894
"134",0.473,4.01,"Trp",4,0.05,9.46,37.91856,"TM",100,24,3,39.32206,0.964307566795839,0.04421569,44.21569,NA,NA,42.6375244380991
"135",0.411,4.01,"Trp",4,0.05,8.23,32.98626,"TM",1000,24,3,39.32206,0.83887415867836,0.04421569,44.21569,NA,NA,37.0913997491332
"136",0.471,4.01,"Trp",4,0.05,9.41,37.75014,"T",0,16,3,39.32206,0.96002447481134,0.04421569,44.21569,NA,NA,42.448144570671
"137",0.422,4.01,"Trp",4,0.05,8.45,33.87648,"T",100,16,3,39.32206,0.861513359167856,0.04421569,44.21569,NA,NA,38.0924076198246
"138",0.487,4.01,"Trp",4,0.05,9.74,39.04136,"T",1000,16,3,39.32206,0.992861513359168,0.04421569,44.21569,NA,NA,43.9000568876198
"139",0.467,4.01,"Trp",4,0.05,9.35,37.47746,"T",0,18,3,39.32206,0.953089944931675,0.04421569,44.21569,NA,NA,42.141529547216
"140",0.459,4.01,"Trp",4,0.05,9.19,36.83586,"T",100,18,3,39.32206,0.936773404038344,0.04421569,44.21569,NA,NA,41.4200824332042
"141",0.431,4.01,"Trp",4,0.05,8.62,34.55818,"T",1000,18,3,39.32206,0.87884968386702,0.04421569,44.21569,NA,NA,38.8589451784622
"142",0.49,4.01,"Trp",4,0.05,9.8,39.31404,"T",0,20,3,39.32206,0.999796043238833,0.04421569,44.21569,NA,NA,44.2066719110748
"143",0.451,4.01,"Trp",4,0.05,9.02,36.18624,"T",100,20,3,39.32206,0.920252906383847,0.04421569,44.21569,NA,NA,40.6896172302672
"144",0.442,4.01,"Trp",4,0.05,8.83,35.41632,"T",1000,20,3,39.32206,0.90067305731185,0.04421569,44.21569,NA,NA,39.823880693453
"145",0.399,4.01,"Trp",4,0.05,7.99,32.03188,"T",0,22,3,39.32206,0.814603304099531,0.04421569,44.21569,NA,NA,36.0182471670406
"146",0.43,4.01,"Trp",4,0.05,8.61,34.51808,"T",100,22,3,39.32206,0.877829900061187,0.04421569,44.21569,NA,NA,38.8138547338364
"147",0.425,4.01,"Trp",4,0.05,8.49,34.06094,"T",1000,22,3,39.32206,0.866204364674689,0.04421569,44.21569,NA,NA,38.299823665103
"148",0.452,4.01,"Trp",4,0.05,9.04,36.23436,"T",0,24,3,39.32206,0.921476646950847,0.04421569,44.21569,NA,NA,40.7437257638181
"149",0.408,4.01,"Trp",4,0.05,8.17,32.74566,"T",100,24,3,39.32206,0.832755455843361,0.04421569,44.21569,NA,NA,36.8208570813787
"150",0.439,4.01,"Trp",4,0.05,8.78,35.21582,"T",1000,24,3,39.32206,0.895574138282684,0.04421569,44.21569,NA,NA,39.5984284703243
"151",0.424,4.01,"Trp",4,0.05,8.47,33.97272,"M",0,16,3,39.32206,0.863960840301856,0.04421569,44.21569,NA,NA,38.2006246869264
"152",0.453,4.01,"Trp",4,0.05,9.05,36.29852,"M",100,16,3,39.32206,0.92310830104018,0.04421569,44.21569,NA,NA,40.8158704752193
"153",0.491,4.01,"Trp",4,0.05,9.81,39.3381,"M",1000,16,3,39.32206,1.00040791352233,0.04421569,44.21569,NA,NA,44.2337261778503
"154",0.487,4.01,"Trp",4,0.05,9.74,39.0574,"M",0,18,3,39.32206,0.993269426881501,0.04421569,44.21569,NA,NA,43.9180930654701
"155",0.478,4.01,"Trp",4,0.05,9.56,38.35164,"M",100,18,3,39.32206,0.975321231898838,0.04421569,44.21569,NA,NA,43.1245012400571
"156",0.441,4.01,"Trp",4,0.05,8.81,35.33612,"M",1000,18,3,39.32206,0.898633489700184,0.04421569,44.21569,NA,NA,39.7336998042015
"157",0.454,4.01,"Trp",4,0.05,9.07,36.38674,"M",0,20,3,39.32206,0.925351825413013,0.04421569,44.21569,NA,NA,40.9150694533959
"158",0.457,4.01,"Trp",4,0.05,9.14,36.66744,"M",100,20,3,39.32206,0.932490312053845,0.04421569,44.21569,NA,NA,41.2307025657761
"159",0.462,4.01,"Trp",4,0.05,9.24,37.0524,"M",1000,20,3,39.32206,0.942280236589843,0.04421569,44.21569,NA,NA,41.6635708341832
"160",0.457,4.01,"Trp",4,0.05,9.14,36.65942,"M",0,22,3,39.32206,0.932286355292678,0.04421569,44.21569,NA,NA,41.2216844768509
"161",0.47,4.01,"Trp",4,0.05,9.39,37.6539,"M",100,22,3,39.32206,0.95757699367734,0.04421569,44.21569,NA,NA,42.3399275035692
"162",0.463,4.01,"Trp",4,0.05,9.27,37.15666,"M",1000,22,3,39.32206,0.944931674485009,0.04421569,44.21569,NA,NA,41.7808059902101
"163",0.465,4.01,"Trp",4,0.05,9.29,37.26092,"M",0,24,3,39.32206,0.947583112380175,0.04421569,44.21569,NA,NA,41.898041146237
"164",0.428,4.01,"Trp",4,0.05,8.56,34.3256,"M",100,24,3,39.32206,0.872934937793188,0.04421569,44.21569,NA,NA,38.5974205996329
"165",0.432,4.01,"Trp",4,0.05,8.65,34.67046,"M",1000,24,3,39.32206,0.881705078523353,0.04421569,44.21569,NA,NA,38.9851984234142
"166",0.451,4.01,"Trp",4,0.05,9.02,36.18624,"E",0,16,3,39.32206,0.920252906383847,0.04421569,44.21569,NA,NA,40.6896172302672
"167",0.445,4.01,"Trp",4,0.05,8.91,35.72108,"E",100,16,3,39.32206,0.908423414236182,0.04421569,44.21569,NA,NA,40.1665680726086
"168",0.392,4.01,"Trp",4,0.05,7.83,31.40632,"E",1000,16,3,39.32206,0.798694676728534,0.04421569,44.21569,NA,NA,35.3148362308791
"169",0.449,4.01,"Trp",4,0.05,8.97,35.97772,"E",0,18,3,39.32206,0.914950030593514,0.04421569,44.21569,NA,NA,40.4551469182133
"170",0.44,4.01,"Trp",4,0.05,8.81,35.32008,"E",100,18,3,39.32206,0.89822557617785,0.04421569,44.21569,NA,NA,39.7156636263512
"171",0.441,4.01,"Trp",4,0.05,8.83,35.40028,"E",1000,18,3,39.32206,0.900265143789517,0.04421569,44.21569,NA,NA,39.8058445156027
"172",0.496,4.01,"Trp",4,0.05,9.92,39.7792,"E",0,20,3,39.32206,1.0116255353865,0.04421569,44.21569,NA,NA,44.7297210687334
"173",0.446,4.01,"Trp",4,0.05,8.92,35.75316,"E",100,20,3,39.32206,0.909239241280848,0.04421569,44.21569,NA,NA,40.2026404283092
"174",0.459,4.01,"Trp",4,0.05,9.17,36.77972,"E",1000,20,3,39.32206,0.935345706710177,0.04421569,44.21569,NA,NA,41.3569558107281
"175",0.435,4.01,"Trp",4,0.05,8.71,34.91106,"E",0,22,3,39.32206,0.887823781358352,0.04421569,44.21569,NA,NA,39.2557410911687
"176",0.403,4.01,"Trp",4,0.05,8.06,32.33664,"E",100,22,3,39.32206,0.822353661023863,0.04421569,44.21569,NA,NA,36.3609345461962
"177",0.424,4.01,"Trp",4,0.05,8.49,34.03688,"E",1000,22,3,39.32206,0.865592494391189,0.04421569,44.21569,NA,NA,38.2727693983276
"178",0.463,4.01,"Trp",4,0.05,9.27,37.16468,"E",0,24,3,39.32206,0.945135631246176,0.04421569,44.21569,NA,NA,41.7898240791352
"179",0.415,4.01,"Trp",4,0.05,8.3,33.29904,"E",100,24,3,39.32206,0.846828472363859,0.04421569,44.21569,NA,NA,37.443105217214
"180",0.422,4.01,"Trp",4,0.05,8.44,33.86044,"E",1000,24,3,39.32206,0.861105445645523,0.04421569,44.21569,NA,NA,38.0743714419743
"1",NA,NA,"Glc",5,NA,NA,2.91,"TM",0,16,1,3.07,0.947882736156352,3.151,3151,3.07,1.02638436482085,2986.77850162866
"2",NA,NA,"Glc",5,NA,NA,2.93,"TM",100,16,1,3.07,0.954397394136808,3.151,3151,3.07,1.02638436482085,3007.30618892508
"3",NA,NA,"Glc",5,NA,NA,2.909,"TM",1000,16,1,3.07,0.947557003257329,3.151,3151,3.07,1.02638436482085,2985.75211726384
"4",NA,NA,"Glc",5,NA,NA,2.859,"TM",0,18,1,3.07,0.931270358306189,3.151,3151,3.07,1.02638436482085,2934.4328990228
"5",NA,NA,"Glc",5,NA,NA,2.868,"TM",100,18,1,3.07,0.934201954397394,3.151,3151,3.07,1.02638436482085,2943.67035830619
"6",NA,NA,"Glc",5,NA,NA,2.864,"TM",1000,18,1,3.07,0.932899022801303,3.151,3151,3.07,1.02638436482085,2939.56482084691
"7",NA,NA,"Glc",5,NA,NA,2.869,"TM",0,20,1,3.07,0.934527687296417,3.151,3151,3.07,1.02638436482085,2944.69674267101
"8",NA,NA,"Glc",5,NA,NA,2.853,"TM",100,20,1,3.07,0.929315960912052,3.151,3151,3.07,1.02638436482085,2928.27459283388
"9",NA,NA,"Glc",5,NA,NA,2.855,"TM",1000,20,1,3.07,0.929967426710098,3.151,3151,3.07,1.02638436482085,2930.32736156352
"10",NA,NA,"Glc",5,NA,NA,2.847,"TM",0,22,1,3.07,0.927361563517915,3.151,3151,3.07,1.02638436482085,2922.11628664495
"11",NA,NA,"Glc",5,NA,NA,2.833,"TM",100,22,1,3.07,0.922801302931596,3.151,3151,3.07,1.02638436482085,2907.74690553746
"12",NA,NA,"Glc",5,NA,NA,2.821,"TM",1000,22,1,3.07,0.918892508143323,3.151,3151,3.07,1.02638436482085,2895.43029315961
"13",NA,NA,"Glc",5,NA,NA,2.783,"TM",0,24,1,3.07,0.906514657980456,3.151,3151,3.07,1.02638436482085,2856.42768729642
"14",NA,NA,"Glc",5,NA,NA,2.756,"TM",100,24,1,3.07,0.89771986970684,3.151,3151,3.07,1.02638436482085,2828.71530944625
"15",NA,NA,"Glc",5,NA,NA,2.732,"TM",1000,24,1,3.07,0.889902280130293,3.151,3151,3.07,1.02638436482085,2804.08208469055
"16",NA,NA,"Glc",5,NA,NA,2.763,"T",0,16,1,3.07,0.9,3.151,3151,3.07,1.02638436482085,2835.9
"17",NA,NA,"Glc",5,NA,NA,2.809,"T",100,16,1,3.07,0.914983713355049,3.151,3151,3.07,1.02638436482085,2883.11368078176
"18",NA,NA,"Glc",5,NA,NA,2.797,"T",1000,16,1,3.07,0.911074918566775,3.151,3151,3.07,1.02638436482085,2870.79706840391
"19",NA,NA,"Glc",5,NA,NA,2.704,"T",0,18,1,3.07,0.880781758957655,3.151,3151,3.07,1.02638436482085,2775.34332247557
"20",NA,NA,"Glc",5,NA,NA,2.737,"T",100,18,1,3.07,0.891530944625407,3.151,3151,3.07,1.02638436482085,2809.21400651466
"21",NA,NA,"Glc",5,NA,NA,2.738,"T",1000,18,1,3.07,0.89185667752443,3.151,3151,3.07,1.02638436482085,2810.24039087948
"22",NA,NA,"Glc",5,NA,NA,2.686,"T",0,20,1,3.07,0.874918566775244,3.151,3151,3.07,1.02638436482085,2756.8684039088
"23",NA,NA,"Glc",5,NA,NA,2.716,"T",100,20,1,3.07,0.884690553745928,3.151,3151,3.07,1.02638436482085,2787.65993485342
"24",NA,NA,"Glc",5,NA,NA,2.702,"T",1000,20,1,3.07,0.880130293159609,3.151,3151,3.07,1.02638436482085,2773.29055374593
"25",NA,NA,"Glc",5,NA,NA,2.634,"T",0,22,1,3.07,0.857980456026059,3.151,3151,3.07,1.02638436482085,2703.49641693811
"26",NA,NA,"Glc",5,NA,NA,2.667,"T",100,22,1,3.07,0.868729641693811,3.151,3151,3.07,1.02638436482085,2737.3671009772
"27",NA,NA,"Glc",5,NA,NA,2.692,"T",1000,22,1,3.07,0.876872964169381,3.151,3151,3.07,1.02638436482085,2763.02671009772
"28",NA,NA,"Glc",5,NA,NA,2.562,"T",0,24,1,3.07,0.834527687296417,3.151,3151,3.07,1.02638436482085,2629.59674267101
"29",NA,NA,"Glc",5,NA,NA,2.602,"T",100,24,1,3.07,0.847557003257329,3.151,3151,3.07,1.02638436482085,2670.65211726384
"30",NA,NA,"Glc",5,NA,NA,2.584,"T",1000,24,1,3.07,0.841693811074919,3.151,3151,3.07,1.02638436482085,2652.17719869707
"31",NA,NA,"Glc",5,NA,NA,2.784,"M",0,16,1,3.07,0.906840390879479,3.151,3151,3.07,1.02638436482085,2857.45407166124
"32",NA,NA,"Glc",5,NA,NA,2.768,"M",100,16,1,3.07,0.901628664495114,3.151,3151,3.07,1.02638436482085,2841.0319218241
"33",NA,NA,"Glc",5,NA,NA,2.8,"M",1000,16,1,3.07,0.912052117263844,3.151,3151,3.07,1.02638436482085,2873.87622149837
"34",NA,NA,"Glc",5,NA,NA,2.746,"M",0,18,1,3.07,0.894462540716612,3.151,3151,3.07,1.02638436482085,2818.45146579805
"35",NA,NA,"Glc",5,NA,NA,2.729,"M",100,18,1,3.07,0.888925081433225,3.151,3151,3.07,1.02638436482085,2801.00293159609
"36",NA,NA,"Glc",5,NA,NA,2.731,"M",1000,18,1,3.07,0.88957654723127,3.151,3151,3.07,1.02638436482085,2803.05570032573
"37",NA,NA,"Glc",5,NA,NA,2.724,"M",0,20,1,3.07,0.887296416938111,3.151,3151,3.07,1.02638436482085,2795.87100977199
"38",NA,NA,"Glc",5,NA,NA,2.723,"M",100,20,1,3.07,0.886970684039088,3.151,3151,3.07,1.02638436482085,2794.84462540717
"39",NA,NA,"Glc",5,NA,NA,2.699,"M",1000,20,1,3.07,0.879153094462541,3.151,3151,3.07,1.02638436482085,2770.21140065147
"40",NA,NA,"Glc",5,NA,NA,2.684,"M",0,22,1,3.07,0.874267100977199,3.151,3151,3.07,1.02638436482085,2754.81563517915
"41",NA,NA,"Glc",5,NA,NA,2.678,"M",100,22,1,3.07,0.872312703583062,3.151,3151,3.07,1.02638436482085,2748.65732899023
"42",NA,NA,"Glc",5,NA,NA,2.649,"M",1000,22,1,3.07,0.862866449511401,3.151,3151,3.07,1.02638436482085,2718.89218241042
"43",NA,NA,"Glc",5,NA,NA,2.601,"M",0,24,1,3.07,0.847231270358306,3.151,3151,3.07,1.02638436482085,2669.62573289902
"44",NA,NA,"Glc",5,NA,NA,2.608,"M",100,24,1,3.07,0.849511400651466,3.151,3151,3.07,1.02638436482085,2676.81042345277
"45",NA,NA,"Glc",5,NA,NA,2.582,"M",1000,24,1,3.07,0.841042345276873,3.151,3151,3.07,1.02638436482085,2650.12442996743
"46",NA,NA,"Glc",5,NA,NA,2.867,"E",0,16,1,3.07,0.933876221498371,3.151,3151,3.07,1.02638436482085,2942.64397394137
"47",NA,NA,"Glc",5,NA,NA,2.843,"E",100,16,1,3.07,0.926058631921824,3.151,3151,3.07,1.02638436482085,2918.01074918567
"48",NA,NA,"Glc",5,NA,NA,2.853,"E",1000,16,1,3.07,0.929315960912052,3.151,3151,3.07,1.02638436482085,2928.27459283388
"49",NA,NA,"Glc",5,NA,NA,2.822,"E",0,18,1,3.07,0.919218241042345,3.151,3151,3.07,1.02638436482085,2896.45667752443
"50",NA,NA,"Glc",5,NA,NA,2.832,"E",100,18,1,3.07,0.922475570032573,3.151,3151,3.07,1.02638436482085,2906.72052117264
"51",NA,NA,"Glc",5,NA,NA,2.806,"E",1000,18,1,3.07,0.914006514657981,3.151,3151,3.07,1.02638436482085,2880.0345276873
"52",NA,NA,"Glc",5,NA,NA,2.791,"E",0,20,1,3.07,0.909120521172638,3.151,3151,3.07,1.02638436482085,2864.63876221498
